"","AppID","name","MetaScore","free","dlc","isDlc","developer","publisher","Mac","Windows","Linux","single","multi","mmo","coop","crossP","achieve","leadB","cloud","trade","workS","antiCheat","release_date","RPG","Strategy","Action","Adventure","Simulation","Indie","Casual","FreetoPlay","MassivelyMultiplayer","Racing","Sports","EarlyAccess"
"3122206",327670,"Ironcast",75,0,3,0,"Dreadbit","Ripstone",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2015-03-26,"True","True","False","False","False","True","False","False","False","False","False","False"
"3122530",327740,"Tron 2.0",84,0,0,0,"Monolith Productions, Inc.","Disney Interactive",0,1,0,1,0,0,0,0,0,0,1,0,0,0,2003-08-22,"False","False","True","False","False","False","False","False","False","False","False","False"
"3123006",327830,"Europa Universalis IV: Guns, Drums and Steel Music Pack",NA,0,0,1,"Paradox Development Studio","",1,1,1,1,1,0,0,1,1,0,1,1,1,0,2014-10-30,"False","True","False","False","True","False","False","False","False","False","False","False"
"3123440",327831,"Europa Universalis IV: Art of War Ebook",NA,0,0,1,"Paradox Development Studio","",1,1,1,1,1,0,0,1,1,0,1,1,1,0,2014-10-30,"False","True","False","False","True","False","False","False","False","False","False","False"
"3123874",327860,"Salt",NA,0,0,0,"Lavaboots Studios","Lavaboots Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-08-22,"True","False","True","True","False","True","False","False","False","False","False","True"
"3124348",327870,"Salt Demo",NA,0,0,0,"Lavaboots Studios","Lavaboots Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-08-22,"True","False","True","True","False","True","False","True","False","False","False","False"
"3124782",327880,"Sublevel Zero",72,0,1,0,"Sigtrap Games","Mastertronic",1,1,1,1,0,0,0,0,1,0,1,0,0,0,2015-10-08,"False","False","True","False","False","True","False","False","False","False","False","False"
"3124930",327890,"I am Bread",60,0,0,0,"Bossa Studios","Bossa Studios",1,1,0,1,0,0,0,0,1,1,1,1,0,0,2015-04-09,"False","False","True","True","True","True","False","False","False","False","False","True"
"3125052",327890,"I am Bread",60,0,0,0,"Bossa Studios","Bossa Studios",1,1,0,1,0,0,0,0,1,1,1,1,0,0,2015-04-09,"False","False","True","True","True","True","False","False","False","False","False","False"
"3125364",327900,"LogicBots Demo",NA,0,0,0,"Incandescent Games","Incandescent Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-10-10,"False","False","False","False","True","True","False","False","False","False","False","False"
"3125798",327910,"7th Legion",NA,0,0,0,"Epic MegaGames,Vision Software","Retroism,Night Dive Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997-01-01,"False","True","True","True","False","False","False","False","False","False","False","False"
"3126254",327920,"BloodNet",NA,0,0,0,"MicroProse Software, Inc","Retroism,Night Dive Studios",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1993-01-01,"False","False","False","True","False","False","False","False","False","False","False","False"
"3126718",327930,"Darklands",NA,0,0,0,"MPS Labs","Retroism,Night Dive Studios",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1992-01-01,"True","False","False","True","False","False","False","False","False","False","False","False"
"3127191",327940,"Dragonsphere",NA,0,0,0,"MPS Labs","Retroism,Night Dive Studios",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1994-01-01,"False","False","False","True","False","False","False","False","False","False","False","False"
"3127652",327950,"Sword of the Samurai",NA,0,0,0,"MicroProse Software, Inc","Retroism,Night Dive Studios",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1989-01-01,"False","False","False","True","True","False","False","False","False","False","False","False"
"3128122",328020,"Fantasy Grounds - Maps: Cobblestone City and Inn",NA,0,0,1,"SmiteWorks USA, LLC","",0,1,0,0,1,0,1,1,0,0,0,0,1,0,2014-10-10,"True","False","False","False","False","True","False","False","False","False","False","False"
"3128556",328021,"Fantasy Grounds - Maps: Graystone Castle",NA,0,0,1,"SmiteWorks USA, LLC","",0,1,0,0,1,0,1,1,0,0,0,0,1,0,2014-10-10,"True","False","False","False","False","True","False","False","False","False","False","False"
"3128990",328022,"Fantasy Grounds - Maps: Winding Caverns",NA,0,0,1,"SmiteWorks USA, LLC","",0,1,0,0,1,0,1,1,0,0,0,0,1,0,2014-10-10,"True","False","False","False","False","True","False","False","False","False","False","False"
"3129424",328060,"Tales Runner",NA,1,4,0,"Rhaon Entertainment","OGPlanet",0,1,0,1,1,0,1,0,1,0,0,1,0,0,2015-02-17,"False","False","True","True","False","False","True","True","False","True","False","False"
"3129785",328070,"Reflex",NA,0,0,0,"Turbo Pixel Studios","Turbo Pixel Studios",0,1,0,0,1,0,0,0,0,0,0,0,0,0,2014-11-04,"False","False","True","False","False","True","False","False","False","False","False","True"
"3130247",328100,"Gunspell - Steam Edition",NA,0,0,0,"Ino-Co Plus","KISS ltd",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2014-11-07,"True","False","False","True","False","True","False","False","False","False","False","False"
"3130688",328170,"aerofly RC 7 Professional Edition",NA,0,0,0,"IPACS","IPACS",0,1,0,1,1,0,0,1,0,0,0,0,0,0,2014-11-06,"False","False","False","False","True","True","False","False","False","False","False","False"
"3131122",328171,"aerofly RC 7 Ultimate Edition",NA,0,0,0,"IPACS","IPACS",0,1,0,1,1,0,0,1,0,0,0,0,0,0,2014-11-06,"False","False","False","False","True","True","False","False","False","False","False","False"
"3131556",328220,"Wild Season",NA,0,0,0,"Quickfire Games","Quickfire Games",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2015-12-07,"True","False","False","False","True","True","False","False","False","False","False","True"
"3131778",328220,"Wild Season",NA,0,0,0,"Quickfire Games","Quickfire Games",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2015-12-07,"True","False","False","False","True","True","False","False","False","False","False","False"
"3131858",328230,"A Bird Story - Original Soundtrack",NA,0,0,1,"Freebird Games","",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2014-11-07,"True","False","False","True","False","True","False","False","False","False","False","False"
"3132292",328270,"Leviathan: The Last Day of the Decade",NA,0,0,0,"Lostwood","Lostwood",1,1,1,1,0,0,0,0,1,0,0,1,0,0,2014-11-11,"False","False","False","True","False","True","False","False","False","False","False","False"
"3132729",328310,"Logistics Company",NA,0,0,0,"Crenetic GmbH Studios","rondomedia GmbH",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-11-05,"False","False","False","False","True","False","False","False","False","False","False","False"
"3133191",328390,"Robot Roller-Derby Disco Dodgeball Demo",NA,0,0,0,"Erik Asmussen","82 Apps",0,1,0,1,1,0,0,1,0,0,0,0,0,0,2014-11-26,"False","False","True","False","False","True","False","False","False","False","True","False"
"3133625",328430,"Rex Nebular and the Cosmic Gender Bender",NA,0,0,0,"MicroProse Software, Inc.","Retroism,Night Dive Studios",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1992-11-01,"False","False","False","True","False","False","False","False","False","False","False","False"
"3134089",328440,"Deadlock: Planetary Conquest",NA,0,0,0,"Accolade, Inc.","Retroism,Night Dive Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1996-01-01,"False","True","False","False","False","False","False","False","False","False","False","False"
"3134535",328450,"Deadlock II: Shrine Wars",NA,0,0,0,"Cyberlore Studios, Inc.,Accolade","Retroism,Night Dive Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1998-01-01,"False","True","False","False","False","False","False","False","False","False","False","False"
"3134987",328460,"Redline",NA,0,0,0,"Accolade, Inc.","Retroism,Night Dive Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1999-01-01,"False","False","True","False","False","False","False","False","False","True","False","False"
"3135431",328470,"Slave Zero",NA,0,0,0,"Accolade, Inc.","Retroism,Night Dive Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1999-01-01,"False","False","True","False","False","False","False","False","False","False","False","False"
"3135886",328500,"Potatoman Seeks the Troof",NA,0,1,0,"Pixeljam","Pixeljam",1,1,0,1,0,0,0,0,1,1,0,1,0,0,2014-12-03,"False","False","False","False","False","True","False","False","False","False","False","False"
"3136320",328530,"Pirate Hell Demo",NA,0,0,0,"Sascha Hartleb","Sascha Hartleb",0,1,1,1,0,0,0,0,0,0,0,0,0,0,2014-10-31,"False","False","True","False","False","False","False","False","False","False","False","False"
"3136754",328600,"Frozen Synapse Prime",83,0,1,0,"Double Eleven","Double Eleven",0,1,0,1,1,0,0,0,1,1,0,1,0,0,2014-11-14,"False","True","False","False","False","False","False","False","False","False","False","False"
"3137209",328640,"Rock Zombie",NA,0,0,0,"Quaternion Studio","EnjoyUp Games S.L.",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2014-11-20,"False","False","True","True","False","True","False","False","False","False","False","False"
"3137648",328680,"Crab Cakes Rescue",NA,0,0,0,"Mission Critical Studios","KISS ltd,Maximum Games",1,1,0,1,0,0,0,0,0,1,0,0,0,0,2014-11-14,"False","False","False","False","False","True","True","False","False","False","False","False"
"3138084",328690,"Gold Rush! Anniversary Special Edition Upgrade",NA,0,0,1,"Sunlight Games","KISS ltd",0,1,0,1,0,0,0,0,0,0,0,1,0,0,2014-11-07,"False","False","False","True","False","True","False","False","False","False","False","False"
"3138518",328730,"Letter Quest: Grimm's Journey",NA,0,0,0,"Bacon Bandit Games","Digerati Distribution",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2014-11-20,"False","False","False","False","False","True","True","False","False","False","False","False"
"3138964",328760,"SanctuaryRPG: Black Edition",NA,0,2,0,"Black Shell Games","Plug In Digital,Black Shell Media",0,1,0,1,0,0,0,0,0,0,1,1,0,0,2015-02-13,"True","True","True","True","False","True","True","False","False","False","False","True"
"3139023",328760,"SanctuaryRPG: Black Edition",NA,0,2,0,"Black Shell Games","Plug In Digital,Black Shell Media",0,1,0,1,0,0,0,0,0,0,1,1,0,0,2015-02-13,"True","True","True","True","False","True","True","False","False","False","False","False"
"3139389",328790,"Prophour23 - Soundtrack",NA,0,0,1,"The Secret Pie","",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2014-10-23,"False","True","True","False","False","True","False","False","False","False","False","False"
"3139823",328810,"The Mighty Quest For Epic Loot - Knight Pack",NA,0,0,1,"Ubisoft Montreal","",0,1,0,1,1,1,0,0,0,0,0,0,0,0,2014-10-23,"True","True","True","True","False","False","False","True","False","False","False","False"
"3140257",328811,"The Mighty Quest For Epic Loot - Archer Pack",NA,0,0,1,"Ubisoft Montreal","",0,1,0,1,1,1,0,0,0,0,0,0,0,0,2014-10-23,"True","True","True","True","False","False","False","True","False","False","False","False"
"3140691",328812,"The Mighty Quest For Epic Loot - Mage Pack",NA,0,0,1,"Ubisoft Montreal","",0,1,0,1,1,1,0,0,0,0,0,0,0,0,2014-10-23,"True","True","True","True","False","False","False","True","False","False","False","False"
"3141125",328813,"The Mighty Quest For Epic Loot - Runaway Pack",NA,0,0,1,"Ubisoft Montreal","",0,1,0,1,1,1,0,0,0,0,0,0,0,0,2014-10-23,"True","True","True","True","False","False","False","True","False","False","False","False"
"3141559",328814,"The Mighty Quest For Epic Loot - All Heroes Pack",NA,0,0,1,"Ubisoft Montreal","",0,1,0,1,1,1,0,0,0,0,0,0,0,0,2014-10-23,"True","True","True","True","False","False","False","True","False","False","False","False"
"3141993",328830,"Rugby Union Team Manager 2015",NA,0,0,0,"Alternative Software Ltd","Alternative Software Ltd",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-12-03,"False","True","False","False","True","False","False","False","False","False","True","False"
"3142427",328850,"Organ Trail: Director's Cut - Soundtrack",NA,0,0,1,"The Men Who Wear Many Hats","",1,1,1,1,0,0,0,0,1,1,0,1,0,0,2014-10-23,"False","True","False","False","False","True","False","False","False","False","False","False"
"3142861",328940,"The Deer God",59,0,0,0,"Crescent Moon Games,Cinopt Studios","Crescent Moon Games",1,1,1,1,0,0,1,0,1,0,0,0,0,0,2015-02-27,"False","False","False","False","False","True","False","False","False","False","False","True"
"3142944",328940,"The Deer God",59,0,0,0,"Crescent Moon Games,Cinopt Studios","Crescent Moon Games",1,1,1,1,0,0,1,0,1,0,0,0,0,0,2015-02-27,"False","False","False","False","False","True","False","False","False","False","False","False"
"3143296",329010,"Crusader Kings II: Way of Life",NA,0,0,1,"Paradox Development Studio","",1,1,1,1,1,0,0,0,0,0,0,1,0,0,2014-12-16,"True","True","False","False","True","False","False","False","False","False","False","False"
"3143719",329011,"Crusader Kings II: Iberian Unit Pack",NA,0,0,1,"Paradox Development Studio","",1,1,1,1,1,0,0,0,0,0,0,1,0,0,2014-12-16,"True","True","False","False","True","False","False","False","False","False","False","False"
